x,y,class
2.329770563201687,8.08661827993888,1
2.8796394086479773,24.66465612793296,1
0.2169689718381509,8.665403179681212,1
1.9279757672456204,-1.8494566241142807,0
0.727780074568463,11.893000348510952,1
-0.2727001311715975,4.349429415473207,1
0.4981604753894499,1.3538707282855986,0
-0.2663819605862647,6.844706701151411,1
2.4647045830997407,1.263456286975209,0
0.1649165607921676,7.0730563600451015,1
1.4044600469728352,0.8510211887435792,0
2.8028572256396647,13.055224968143678,0
1.0990257265289514,9.687535481145373,1
-0.1506435572868953,5.524699540651891,1
-0.7676655513272022,-3.6648629612107713,0
1.832290311184182,-0.5971476613877967,0
-0.3760219186551894,-3.87496794391148,0
-0.3759254382302539,-2.183057537584027,0
1.3946339367881464,0.0354375066580363,0
-0.9176620228167902,4.562586038867194,1
