x,y,class
-150.85735586481113,34.051294820717146,0
-150.06212723658052,36.441733067729075,0
-144.4955268389662,38.035358565737056,0
-143.70029821073558,38.83217131474103,0
-136.54324055666004,46.003486055776875,0
-130.18141153081513,50.78436254980079,0
-124.6148111332008,56.36205179282868,0
-121.43389662027832,58.75249003984064,0
-115.86729622266402,62.73655378486055,0
-103.93886679920477,70.7046812749004,0
-103.93886679920477,70.7046812749004,0
-101.55318091451292,71.50149402390437,0
-96.78180914512922,73.89193227091633,0
-94.39612326043738,77.07918326693226,0
-87.23906560636183,78.67280876494024,0
-87.23906560636183,80.26643426294822,0
-79.28677932405566,86.64093625498009,0
-74.51540755467197,93.81225099601593,0
-72.12972166998013,94.60906374501991,0
-64.97266401590457,96.20268924302789,0
-62.58697813121273,99.38994023904382,0
-59.40606361829026,101.78037848605578,0
-54.634691848906556,101.78037848605578,0
-100.7579522862823,69.90786852589642,0
-113.48161033797217,68.31424302788844,0
-109.50546719681908,69.90786852589642,0
-89.62475149105367,76.28237051792827,0
-72.92495029821073,89.03137450199203,0
-63.38220675944336,102.57719123505976,0
-63.38220675944336,102.57719123505976,0
-55.42992047713716,107.35806772908366,0
-54.634691848906556,107.35806772908366,0
-49.06809145129225,110.5453187250996,0
-46.68240556660038,113.73256972111554,0
-72.12972166998013,93.01543824701196,0
-80.87723658051691,88.23456175298804,0
-85.6486083499006,82.65687250996017,0
-80.08200795228629,85.04731075697211,0
-79.28677932405566,-53.59810756972112,1
-77.69632206759442,-52.00448207171314,1
-74.51540755467197,-48.81723107569721,1
-73.72017892644136,-48.02041832669323,1
-68.94880715705764,-43.239541832669346,1
-65.76789264413517,-42.44272908366534,1
-63.38220675944336,-40.05229083665341,1
-60.201292246520865,-38.45866533864543,1
-60.201292246520865,-37.661852589641455,1
-54.634691848906556,-32.88097609561751,1
-54.634691848906556,-32.88097609561751,1
-48.272862823061615,-28.896912350597603,1
-45.88717693836978,-25.70966135458167,1
-53.04423459244535,-29.69372509960158,1
-42.706262425447306,-24.11603585657369,1
-36.344433399602394,-20.13197211155378,1
-35.54920477137179,-20.13197211155378,1
-33.163518886679924,-17.74153386454182,1
-28.39214711729622,-14.554282868525888,1
-28.39214711729622,-14.554282868525888,1
-21.235089463220675,-8.179780876494021,1
-23.620775347912513,-10.570219123505979,1
-26.00646123260438,-12.960657370517936,1
-34.75397614314116,-17.74153386454182,1
-19.64463220675944,-7.382968127490045,1
-15.668489065606366,-4.992529880478088,1
-11.692345924453264,-2.602091633466131,1
-10.101888667992057,-2.602091633466131,1
-6.920974155069587,-0.21165338645420206,1
-6.125745526838983,-0.21165338645420206,1
-2.1496023856858812,2.9755976095617314,1
-0.5591451292246461,6.162848605577693,1
1.826540755467164,6.9596613545816695,1
5.007455268389691,10.943725099601608,1
8.188369781312133,11.740537848605584,1
11.369284294234603,14.927788844621517,1
12.95974155069581,15.724601593625493,1
20.912027833001986,22.895916334661337,1
17.731113320079515,19.708665338645403,1
14.550198807157074,18.911852589641427,1
26.478628230616295,28.473605577689256,1
36.81660039761431,31.66085657370519,1
25.68339960238569,30.864043824701213,1
24.092942345924456,25.286354581673294,1
28.06908548707753,28.473605577689256,1
28.06908548707753,28.473605577689256,1
28.86431411530816,28.473605577689256,1
32.840457256461264,30.067231075697208,1
38.407057654075544,33.25448207171314,1
39.99751491053675,37.23854581673308,1
39.99751491053675,37.23854581673308,1
41.587972166998014,37.23854581673308,1
45.56411530815109,40.42579681274901,1
53.516401590457264,45.2066733067729,1
51.1307157057654,44.40986055776892,1
48.74502982107356,42.019422310756966,1
-42.706262425447306,113.73256972111554,0
-40.32057654075547,116.1230079681275,0
-37.9348906560636,118.51344621513944,0
-37.139662027833,118.51344621513944,0
-24.416003976143145,124.09113545816733,0
-15.668489065606366,126.48157370517929,0
-18.849403578528836,126.48157370517929,0
-22.030318091451278,125.6847609561753,0
-35.54920477137179,121.70069721115537,0
-31.57306163021869,123.29432270916335,0
-26.00646123260438,123.29432270916335,0
-16.463717693836998,128.87201195219123,0
-15.668489065606366,128.87201195219123,0
-11.692345924453264,131.2624501992032,0
-9.306660039761425,131.2624501992032,0
-6.920974155069587,132.85607569721117,0
